-84.0551,22.6947,55.0
-84.0555,22.6618,50.9
-84.0547,22.6256,37.4
-84.0539,22.5895,22.8
-84.0531,22.5534,29.6
-84.0523,22.5173,33.7
-84.0516,22.4812,33.3
-84.0508,22.4451,30.9
-84.0500,22.4089,26.1
-84.0492,22.3728,18.5
-84.0484,22.3367,21.9
-84.0476,22.3006,25.8
-84.0468,22.2645,27.2
-84.0461,22.2283,26.6
-84.0453,22.1922,23.0
-84.0445,22.1561,20.9
-84.0437,22.1200,19.4
-84.0429,22.0839,19.0
-84.0421,22.0477,21.7
-84.0414,22.0116,23.8
-84.0406,21.9755,25.3
-84.0398,21.9394,26.4
-84.0392,21.9123,27.2
-84.0242,22.7051,64.2
-84.0166,22.6625,70.2
-84.0158,22.6264,48.2
-84.0150,22.5903,20.7
-84.0142,22.5541,32.6
-84.0135,22.5180,37.7
-84.0127,22.4819,35.8
-84.0119,22.4458,31.1
-84.0111,22.4097,21.5
-84.0104,22.3735,3.5
-84.0096,22.3374,17.5
-84.0088,22.3013,24.3
-84.0080,22.2652,25.2
-84.0073,22.2291,22.7
-84.0065,22.1929,15.1
-84.0057,22.1568,15.3
-84.0049,22.1207,20.3
-84.0042,22.0846,22.2
-84.0034,22.0485,23.8
-84.0026,22.0123,25.3
-84.0018,21.9762,26.6
-84.0011,21.9401,27.6
-84.0144,21.9171,27.8
-83.9619,22.6898,99.2
-83.9777,22.6632,116.5
-83.9769,22.6271,83.5
-83.9761,22.5910,51.0
-83.9754,22.5549,46.0
-83.9746,22.5187,44.1
-83.9738,22.4826,39.2
-83.9731,22.4465,33.6
-83.9723,22.4104,26.9
-83.9715,22.3743,21.4
-83.9708,22.3381,23.3
-83.9700,22.3020,24.1
-83.9692,22.2659,24.4
-83.9685,22.2298,22.2
-83.9677,22.1937,11.5
-83.9669,22.1575,12.6
-83.9705,22.1281,19.6
-83.9784,22.0922,22.9
-83.9710,22.0596,24.7
-83.9706,22.0131,26.4
-83.9273,22.7204,73.7
-83.9395,22.7000,86.0
-83.9388,22.6639,112.5
-83.9380,22.6278,87.3
-83.9372,22.5917,61.0
-83.9365,22.5556,56.6
-83.9357,22.5194,52.6
-83.9350,22.4833,42.5
-83.9342,22.4472,36.1
-83.9334,22.4111,31.3
-83.9327,22.3750,27.2
-83.9319,22.3389,24.2
-83.9312,22.3027,22.4
