-84.0551,22.6947,0.90
-84.0555,22.6618,0.65
-84.0547,22.6256,0.12
-84.0539,22.5895,-0.35
-84.0531,22.5534,-0.26
-84.0523,22.5173,-0.22
-84.0516,22.4812,-0.37
-84.0508,22.4451,-0.63
-84.0500,22.4089,-0.84
-84.0492,22.3728,-0.66
-84.0484,22.3367,-0.39
-84.0476,22.3006,-0.04
-84.0468,22.2645,0.31
-84.0461,22.2283,0.59
-84.0453,22.1922,0.86
-84.0445,22.1561,1.54
-84.0437,22.1200,1.83
-84.0429,22.0839,1.78
-84.0421,22.0477,1.35
-84.0414,22.0116,1.49
-84.0406,21.9755,1.73
-84.0398,21.9394,1.90
-84.0392,21.9123,2.05
-84.0242,22.7051,0.94
-84.0166,22.6625,0.72
-84.0158,22.6264,-0.18
-84.0150,22.5903,-0.82
-84.0142,22.5541,-0.40
-84.0135,22.5180,-0.22
-84.0127,22.4819,-0.28
-84.0119,22.4458,-0.37
-84.0111,22.4097,-0.35
-84.0104,22.3735,0.12
-84.0096,22.3374,-0.12
-84.0088,22.3013,0.09
-84.0080,22.2652,0.50
-84.0073,22.2291,0.98
-84.0065,22.1929,1.46
-84.0057,22.1568,1.98
-84.0049,22.1207,1.93
-84.0042,22.0846,1.05
-84.0034,22.0485,-0.45
-84.0026,22.0123,0.64
-84.0018,21.9762,1.68
-84.0011,21.9401,1.61
-84.0144,21.9171,1.73
-83.9619,22.6898,1.18
-83.9777,22.6632,1.04
-83.9769,22.6271,0.15
-83.9761,22.5910,-0.38
-83.9754,22.5549,-0.17
-83.9746,22.5187,0.01
-83.9738,22.4826,-0.04
-83.9731,22.4465,-0.11
-83.9723,22.4104,-0.17
-83.9715,22.3743,-0.18
-83.9708,22.3381,-0.35
-83.9700,22.3020,0.04
-83.9692,22.2659,0.64
-83.9685,22.2298,1.22
-83.9677,22.1937,1.91
-83.9669,22.1575,2.54
-83.9705,22.1281,2.19
-83.9784,22.0922,1.59
-83.9710,22.0596,0.66
-83.9706,22.0131,1.09
-83.9273,22.7204,1.12
-83.9395,22.7000,1.04
-83.9388,22.6639,0.96
-83.9380,22.6278,0.18
-83.9372,22.5917,-0.47
-83.9365,22.5556,0.55
-83.9357,22.5194,0.69
-83.9350,22.4833,0.25
-83.9342,22.4472,0.32
-83.9334,22.4111,0.14
-83.9327,22.3750,-0.01
-83.9319,22.3389,-0.17
