-84.0551,22.6947,-15
-84.0555,22.6618,-26
-84.0547,22.6256,-32
-84.0539,22.5895,-34
-84.0531,22.5534,-41
-84.0523,22.5173,-41
-84.0516,22.4812,-41
-84.0508,22.4451,-42
-84.0500,22.4089,-38
-84.0492,22.3728,-27
-84.0484,22.3367,-22
-84.0476,22.3006,-22
-84.0468,22.2645,-17
-84.0461,22.2283,-10
-84.0453,22.1922,-13
-84.0445,22.1561,-10
-84.0437,22.1200,-9
-84.0429,22.0839,-9
-84.0421,22.0477,-9
-84.0414,22.0116,-4
-84.0406,21.9755,-7
-84.0398,21.9394,-7
-84.0392,21.9123,-4
-84.0242,22.7051,-10
-84.0166,22.6625,-20
-84.0158,22.6264,-32
-84.0150,22.5903,-45
-84.0142,22.5541,-41
-84.0135,22.5180,-41
-84.0127,22.4819,-45
-84.0119,22.4458,-30
-84.0111,22.4097,-22
-84.0104,22.3735,-16
-84.0096,22.3374,-21
-84.0088,22.3013,-17
-84.0080,22.2652,-16
-84.0073,22.2291,-13
-84.0065,22.1929,-12
-84.0057,22.1568,-13
-84.0049,22.1207,-9
-84.0042,22.0846,-4
-84.0034,22.0485,-4
-84.0026,22.0123,-4
-84.0018,21.9762,-4
-84.0011,21.9401,-4
-84.0144,21.9171,-4
-83.9619,22.6898,-4
-83.9777,22.6632,-14
-83.9769,22.6271,-31
-83.9761,22.5910,-36
-83.9754,22.5549,-36
-83.9746,22.5187,-41
-83.9738,22.4826,-45
-83.9731,22.4465,-41
-83.9723,22.4104,-30
-83.9715,22.3743,-21
-83.9708,22.3381,-20
-83.9700,22.3020,-17
-83.9692,22.2659,-16
-83.9685,22.2298,-12
-83.9677,22.1937,-16
-83.9669,22.1575,-12
-83.9705,22.1281,-4
-83.9784,22.0922,-4
-83.9710,22.0596,-4
-83.9706,22.0131,-4
-83.9273,22.7204,-10
-83.9395,22.7000,-10
-83.9388,22.6639,-14
-83.9380,22.6278,-31
-83.9372,22.5917,-32
-83.9365,22.5556,-25
-83.9357,22.5194,-25
-83.9350,22.4833,-45
-83.9342,22.4472,-41
-83.9334,22.4111,-34
-83.9327,22.3750,-34
-83.9319,22.3389,-25
-83.9312,22.3027,-16
-83.9304,22.2666,-16
-83.9297,22.2305,-8
-83.9289,22.1944,-4
-83.9282,22.1615,-4
-83.9052,22.7230,-10
-83.9006,22.7007,-10
-83.8998,22.6646,-20
-83.8991,22.6285,-24
-83.8983,22.5924,-29
-83.8976,22.5563,-16
-83.8968,22.5201,-25
-83.8961,22.4840,-42
-83.8954,22.4479,-41
-83.8946,22.4118,-34
-83.8939,22.3757,-34
-83.8931,22.3395,-29
-83.8924,22.3034,-37
-83.8916,22.2673,-24
-83.8909,22.2312,-15
-83.8901,22.1951,-8
-83.8896,22.1740,0
-83.8470,22.7583,-10
-83.8624,22.7375,-10
-83.8617,22.7014,-15
-83.8609,22.6653,-4
-83.8602,22.6292,-20
-83.8594,22.5931,-36
-83.8587,22.5570,-45
-83.8580,22.5208,-41
-83.8572,22.4847,-34
-83.8565,22.4486,-22
-83.8558,22.4125,-26
-83.8550,22.3764,-30
-83.8543,22.3402,-30
-83.8536,22.3041,-29
-83.8528,22.2680,-20
-83.8521,22.2319,-8
-83.8513,22.1958,-8
-83.8573,22.1709,-4
-83.8109,22.8000,-17
-83.8153,22.7834,-17
-83.8235,22.7382,-15
-83.8227,22.7021,-15
-83.8220,22.6660,-4
-83.8213,22.6299,-20
-83.8206,22.5938,-42
-83.8198,22.5576,-53
-83.8191,22.5215,-41
-83.8184,22.4854,-41
-83.8176,22.4493,-34
-83.8169,22.4132,-22
-83.8162,22.3770,-30
-83.8155,22.3409,-30
-83.8147,22.3048,-21
-83.8140,22.2687,-16
-83.8133,22.2326,-8
-83.8126,22.1964,-20
-83.8179,22.1723,-9
-83.7860,22.8111,-22
-83.7685,22.7607,-9
-83.7845,22.7389,-9
-83.7838,22.7028,-15
-83.7831,22.6667,-27
-83.7824,22.6305,-33
-83.7817,22.5944,-49
-83.7809,22.5583,-69
-83.7802,22.5222,-58
-83.7795,22.4861,-38
-83.7788,22.4499,-30
-83.7781,22.4138,-22
-83.7774,22.3777,-30
-83.7766,22.3416,-30
-83.7759,22.3055,-21
-83.7752,22.2693,-8
-83.7745,22.2332,-8
-83.7738,22.1971,-8
-83.7716,22.1710,-4
-83.7622,22.8082,-22
-83.7461,22.7665,-16
-83.7456,22.7396,3
-83.7449,22.7034,-15
-83.7442,22.6673,-37
-83.7435,22.6312,-40
-83.7428,22.5951,-49
-83.7421,22.5590,-66
-83.7413,22.5228,-55
-83.7406,22.4867,-39
-83.7399,22.4506,-35
