-84.0551,22.6947,2
-84.0555,22.6618,2
-84.0547,22.6256,2
-84.0539,22.5895,2
-84.0531,22.5534,2
-84.0523,22.5173,2
-84.0516,22.4812,2
-84.0508,22.4451,2
-84.0500,22.4089,2
-84.0492,22.3728,2
-84.0484,22.3367,2
-84.0476,22.3006,2
-84.0468,22.2645,2
-84.0461,22.2283,2
-84.0453,22.1922,2
-84.0445,22.1561,2
-84.0437,22.1200,2
-84.0429,22.0839,2
-84.0421,22.0477,2
-84.0414,22.0116,2
-84.0406,21.9755,2
-84.0398,21.9394,2
-84.0392,21.9123,2
-84.0242,22.7051,4
-84.0166,22.6625,2
-84.0158,22.6264,2
-84.0150,22.5903,2
-84.0142,22.5541,2
-84.0135,22.5180,2
-84.0127,22.4819,2
-84.0119,22.4458,2
-84.0111,22.4097,2
-84.0104,22.3735,2
-84.0096,22.3374,2
-84.0088,22.3013,2
-84.0080,22.2652,2
-84.0073,22.2291,2
-84.0065,22.1929,2
-84.0057,22.1568,2
-84.0049,22.1207,2
-84.0042,22.0846,2
-84.0034,22.0485,2
-84.0026,22.0123,2
-84.0018,21.9762,2
-84.0011,21.9401,2
-84.0144,21.9171,2
-83.9619,22.6898,0
-83.9777,22.6632,0
-83.9769,22.6271,2
-83.9761,22.5910,2
-83.9754,22.5549,2
-83.9746,22.5187,2
-83.9738,22.4826,2
-83.9731,22.4465,2
-83.9723,22.4104,2
-83.9715,22.3743,2
-83.9708,22.3381,2
-83.9700,22.3020,2
-83.9692,22.2659,2
-83.9685,22.2298,2
-83.9677,22.1937,2
-83.9669,22.1575,2
-83.9705,22.1281,2
-83.9784,22.0922,2
-83.9710,22.0596,2
-83.9706,22.0131,2
-83.9273,22.7204,0
-83.9395,22.7000,0
-83.9388,22.6639,0
-83.9380,22.6278,2
-83.9372,22.5917,2
-83.9365,22.5556,2
-83.9357,22.5194,2
-83.9350,22.4833,2
-83.9342,22.4472,2
-83.9334,22.4111,2
-83.9327,22.3750,2
-83.9319,22.3389,2
-83.9312,22.3027,2
-83.9304,22.2666,2
-83.9297,22.2305,2
-83.9289,22.1944,2
-83.9282,22.1615,0
-83.9052,22.7230,2
-83.9006,22.7007,2
-83.8998,22.6646,0
-83.8991,22.6285,2
-83.8983,22.5924,2
-83.8976,22.5563,2
-83.8968,22.5201,2
-83.8961,22.4840,2
-83.8954,22.4479,2
-83.8946,22.4118,2
-83.8939,22.3757,2
-83.8931,22.3395,2
-83.8924,22.3034,2
-83.8916,22.2673,2
-83.8909,22.2312,0
-83.8901,22.1951,0
-83.8896,22.1740,0
-83.8470,22.7583,2
-83.8624,22.7375,2
-83.8617,22.7014,2
-83.8609,22.6653,0
-83.8602,22.6292,2
-83.8594,22.5931,4
-83.8587,22.5570,4
-83.8580,22.5208,2
-83.8572,22.4847,2
